Raw Value,Normalized Value,Record Count,Category,Changed,Sample Toys
"Mailbox-POST","Mailbox Post",2,"mailbox",YES,"JKB65"
"Table-Top","Table Top",2,"table",YES,"JLV22"
"CLG16-2859-Shoes","Shoe",2,"clg16",YES,"JJB34"
"Clear-Purse-Ft","Clear Purse FT",2,"clear",YES,"JJX53"
"Maleficent Face","Maleficent Face",2,"face",NO,"JJV55"
"Bat Popsicle","Bat Popsicle",2,"bat",NO,"JRF17"
"CLEANSER BOTTLE","Cleanser Bottle",2,"cleanser",YES,"JPD90"
"Circus Tent Hat Cover LT","Circus Tent Hat Cover LT",2,"cover",NO,"JTK70"
"Malibu Headband ","Malibu Headband",2,"malibu",YES,"JLX47"
"Malibu-right leg ","Malibu Right Leg",2,"leg",YES,"JLX47"
"mammoth","Mammoth",2,"mammoth",YES,"JHK44"
"Marsk","Marsk",2,"marsk",NO,"JPV19"
"Wrist connector","Wrist Connector",1,"connector",YES,"JGP25"
"belt trims B","Belt Trims B",1,"belt",YES,"JLP19"
"hunter Shoulder connector","Hunter Shoulder Connector",1,"connector",YES,"JMP50"
"bag windshield","Bag Windshield",1,"bag",YES,"JPL13"
"Straw","Straw",1,"straw",NO,"JTJ05"
"ice cream","Ice Cream",1,"ice",YES,"JJB44"
"ice cream top","Ice Cream Top",1,"ice",YES,"JJB44"
"purse ft","Purse FT",1,"purse",YES,"JHK29"
"Doll stand base top","Doll Stand Base Top",1,"base",YES,"JGL50"
"dog bracelet","Dog Bracelet",1,"accessory",YES,"JFP37"
"car window","Car Window",1,"car",YES,"JKB66"
"icoffin 13","Icoffin 13",1,"icoffin",YES,"JHK30"
"Flipping Food","Flipping Food",1,"flipping",NO,"JFG30"
"ICY SEE-SAW","Icy See Saw",1,"icy",YES,"JJP94"
"Stick","Stick",1,"stick",NO,"JMV19"
"Boat-Mold","Boat Mold",1,"boat",YES,"JLV22"
"Wheel-B","Wheel B",1,"wheel",YES,"JLK36"
"rabbit","Rabbit",1,"rabbit",YES,"JRD76"
"Rabbit-Toy-body","Rabbit Toy Body",1,"body",YES,"JTT59"
"inkwell top","Inkwell Top",1,"inkwell",YES,"JMB81"
"ipad","Ipad",1,"ipad",YES,"JHK46"
"Submarine-Ft.","Submarine FT",1,"submarine",YES,"HRM35"
"Rabbit-Toy-head","Rabbit Toy Head",1,"head",YES,"JTT59"
"Bag Top","Bag Top",1,"bag",NO,"JPL14"
"Radio ft","Radio FT",1,"radio",YES,"JHK45"
"JFG71-009-Arm-Lower-Rt","Arm Lower RT",1,"arm",YES,"JFP37"
"JFG72-008-Arm-Lower-Rt","Arm Lower RT",1,"arm",YES,"JFP39"
"JFG72-010-Leg-lower-Rt","Leg Lower RT",1,"leg",YES,"JFP39"
"dog bowl","Dog Bowl",1,"dog",YES,"JJV59"
"DOLL STAND","Doll Stand",1,"base",YES,"JKB48"
"Dog-body","Dog Body",1,"body",YES,"JRJ36"
"Rajah","Rajah",1,"rajah",NO,"JTW99"
"Snowboard","Snowboard",1,"snowboard",NO,"JJY08"
"HEADBAND","Headband",1,"headband",YES,"JPD90"
"belt trims A","Belt Trims A",1,"belt",YES,"JLP19"
"JJN69-003-BAG-HANDLE","Bag Handle",1,"handle",YES,"JJN69"
"JTV75-001-Pet toy","Pet Toy",1,"jtv75",YES,"JTV75"
"JTV75-003-Kitties FT","Kitties FT",1,"jtv75",YES,"JTV75"
"fish tail","Fish Tail",1,"fish",YES,"JHK33"
"vip pass","Vip Pass",1,"vip",YES,"JMG68"
"Flounder","Flounder",1,"flounder",NO,"JTW98"
"Amulet","Amulet",1,"amulet",NO,"JBJ15"
"record","Record",1,"record",YES,"JHK46"
"record player","Record Player",1,"record",YES,"JHK46"
"record player  clip","Record Player Clip",1,"clip",YES,"JHK46"
"flower","Flower",1,"flower",YES,"JKF79"
"Fish Prize Bag Handle","Fish Prize Bag Handle",1,"handle",NO,"JTK70"
"Doll-Mold","Doll Mold",1,"doll",YES,"JLV22"
"Dog-tail","Dog Tail",1,"dog",YES,"JJX75"
"Flower Pins","Flower Pins",1,"flower",NO,"JTW98"
"Suitcase-wheel","Suitcase Wheel",1,"wheel",YES,"JMV16"
"henna stencil","Henna Stencil",1,"henna",YES,"JHK44"
"work bench","Work Bench",1,"work",YES,"JNK62"
"EARRINGS SAFETY PIN","Earrings Safety Pin",1,"earrings",YES,"JHK41"
"doll Hair Clip","Doll Hair Clip",1,"hair",YES,"JTV74"
"Fire","Fire",1,"fire",NO,"JJV61"
"Kelly straight Arm Rt","Kelly Straight Arm RT",1,"arm",YES,"JMJ46"
"Ken Sunglasses","Ken Sunglasses",1,"ken",NO,"JJN95"
"Sun","Sun",1,"sun",NO,"JTX00"
"Earrings-Rt","Earrings RT",1,"earrings",YES,"JBJ16"
"Kettlebell","Kettlebell",1,"kettlebell",NO,"JJN51"
"keylock-12mm","Keylock 12mm",1,"keylock",YES,"JLT63"
"Dead-weight-for-cage","Dead Weight For Cage",1,"dead",YES,"JMV26"
"Knee-connector","Knee Connector",1,"connector",YES,"JGP21"
"Fin Holder","Fin Holder",1,"holder",NO,"JLW56"
"DASH BOARD","Dash Board",1,"dash",YES,"JRV66"
"Knee Pads","Knee Pads",1,"knee",NO,"JPV22"
"Labterns","Labterns",1,"labterns",NO,"JTX00"
"Fin Connector","Fin Connector",1,"connector",NO,"JLW56"
"dog house base","Dog House Base",1,"base",YES,"JKB66"
"Font wheel","Font Wheel",1,"wheel",YES,"JMJ46"
"Head-gear          ","Head Gear",1,"head",YES,"JGP25"
"hair dye brush","Hair Dye Brush",1,"hair",YES,"JMG73"
"Earrings-bottom-rt","Earrings Bottom RT",1,"earrings",YES,"JJX96"
"Candelabra","Candelabra",1,"candelabra",NO,"JBJ15"
"doll hair cilp","Doll Hair Cilp",1,"hair",YES,"JFP36"
"Cake-topper","Cake Topper",1,"cake",YES,"JHL47"
"hair plug","Hair Plug",1,"hair",YES,"JLP19"
"doll hair barrette","Doll Hair Barrette",1,"hair",YES,"JFP39"
"Snowflake-Mold","Snowflake Mold",1,"snowflake",YES,"JLV22"
"Leash Rope w/handle","Leash Rope W/handle",1,"handle",YES,"JJN52"
"Hair Spray Lid","Hair Spray Lid",1,"hair",NO,"JGG36"
"cuffs-R","Cuffs R",1,"cuffs",YES,"JBJ36"
"CUFF","Cuff",1,"cuff",YES,"JJX37"
"SNOWFLAKES-CLIP","Snowflakes Clip",1,"clip",YES,"JHH08"
"Doll ear RT","Doll Ear RT",1,"doll",YES,"JPD90"
"Left-Seat","Left Seat",1,"left",YES,"JRV66"
"Wallet Strap","Wallet Strap",1,"wallet",NO,"JMP47"
"LEG","Leg",1,"leg",YES,"JJX87"
"Rotating-pottery-Top","Rotating Pottery Top",1,"rotating",YES,"JRB19"
"round shells","Round Shells",1,"round",YES,"JLP19"
"Torso-suit-Ft","Torso Suit FT",1,"body",YES,"JJV61"
"Frame-Base","Frame Base",1,"base",YES,"JMV25"
"Bag-Cover","Bag Cover",1,"cover",YES,"JMV19"
"Bag-chain","Bag Chain",1,"bag",YES,"JNG38"
"Frame-beam","Frame Beam",1,"frame",YES,"JHL47"
"Wallet top","Wallet Top",1,"wallet",YES,"JMP47"
"SWING","Swing",1,"swing",YES,"JTP41"
"cream","Cream",1,"cream",YES,"JHK30"
"Waist-clip-big","Waist Clip Big",1,"clip",YES,"JPR88"
"leg-R","Leg R",1,"leg",YES,"JBJ49"
"Swing clip","Swing Clip",1,"clip",YES,"JTW98"
"Fanny-Pack-Belt-Base","Fanny Pack Belt Base",1,"base",YES,"JBH80"
"Leg support","Leg Support",1,"leg",YES,"JKB64"
"Swing post, chain","Swing Post, Chain",1,"swing",YES,"JJP94"
"butterfly-headband","Butterfly Headband",1,"butterfly",YES,"JRT65"
"Fan-Holder","Fan Holder",1,"holder",YES,"JJX98"
"Salad Jar cap","Salad Jar Cap",1,"cover",YES,"JTJ05"
"sand","Sand",1,"sand",YES,"JLP19"
"steel screw cup","Steel Screw Cup",1,"steel",YES,"JHK31"
"lip balm body","Lip Balm Body",1,"body",YES,"JHK44"
"cookie","Cookie",1,"cookie",YES,"JTJ05"
"Component","Component",1,"component",NO,"JPL14"
"Lipstick","Lipstick",1,"lipstick",NO,"JTJ05"
"Hisette Crown","Hisette Crown",1,"accessory",NO,"JHK32"
"LIP STICK COVER","Lip Stick Cover",1,"cover",YES,"JPD88"
"LIQUID SPARKLE CHERRY","Liquid Sparkle Cherry",1,"liquid",YES,"JMV21"
"LIQUID SPARKLE STRAWBERRY","Liquid Sparkle Strawberry",1,"liquid",YES,"JMV22"
"Compass","Compass",1,"compass",NO,"JJV60"
"COMB","Comb",1,"comb",YES,"JRF23"
"Back wheel","Back Wheel",1,"wheel",YES,"JMJ46"
"sawtooth","Sawtooth",1,"sawtooth",YES,"JKB66"
"scented tablet","Scented Tablet",1,"scented",YES,"JTW98"
"steel screw cup top","Steel Screw Cup Top",1,"steel",YES,"JHK31"
"lotion","Lotion",1,"lotion",YES,"JHK43"
"Front wheel","Front Wheel",1,"wheel",YES,"JJB42"
"Fan","Fan",1,"fan",NO,"JKP51"
"Star Backpack-Leas","Star Backpack Leas",1,"star",YES,"JPL16"
"Broom-handle","Broom Handle",1,"handle",YES,"JBJ15"
"face roller holder","Face Roller Holder",1,"face",YES,"JHK43"
"ear protection","Ear Protection",1,"ear",YES,"JKB66"
"Bear-jar","Bear Jar",1,"bear",YES,"JRB19"
"lower leg rt","Lower Leg RT",1,"leg",YES,"JDR48"
"Ankle-Connector","Ankle Connector",1,"connector",YES,"HYM38"
"scissors ","Scissors",1,"scissors",YES,"JHK43"
"B logo block cover","B Logo Block Cover",1,"cover",YES,"JRD72"
"Star Backpack-Top","Star Backpack Top",1,"star",YES,"JPL16"
"Bird","Bird",1,"bird",NO,"JTX01"
"lower Torso Front","Lower Torso Front",1,"body",YES,"JBJ50"
"Low leg rt","Low Leg RT",1,"leg",YES,"JGG36"
"Clip Board","Clip Board",1,"clip",NO,"JRB19"
"LT-Leg-Suit-Front","LT Leg Suit Front",1,"leg",YES,"JNJ61"
"Clip","Clip",1,"clip",NO,"JLH33"
"Wand","Wand",1,"wand",NO,"JNB00"
"tablet","Tablet",1,"tablet",YES,"JMB81"
"Magic-Lamp","Magic Lamp",1,"magic",YES,"JLK36"
"B-logo","B Logo",1,"b",YES,"JKB65"
"Hinge","Hinge",1,"joint",NO,"JLT63"
"Hisette for headband","Hisette For Headband",1,"hisette",YES,"JHK32"
"Selfie Stick","Selfie Stick",1,"selfie",NO,"JMV19"
"table with C clip","Table With C Clip",1,"clip",YES,"JLX39"
"separate charm of bag","Separate Charm Of Bag",1,"separate",YES,"JMV19"
"dog house","Dog House",1,"dog",YES,"JKB66"
"wardrobe door","Wardrobe Door",1,"wardrobe",YES,"JNK62"
"upper torso ft","Upper Torso FT",1,"body",YES,"JDR48"
"serum cover","Serum Cover",1,"cover",YES,"JHK43"
"Treasure Chest","Treasure Chest",1,"treasure",NO,"JTP42"
"GEL JAR LID T-PIN","Gel Jar Lid T Pin",1,"cover",YES,"JMV21"
"Circus Tent Hat","Circus Tent Hat",1,"circus",NO,"JTK70"
"Soap","Soap",1,"soap",NO,"JJB43"
"Shell","Shell",1,"shell",NO,"JTW98"
"handle for bag","Handle For Bag",1,"handle",YES,"JHK32"
"Marshmallow Stick","Marshmallow Stick",1,"marshmallow",NO,"JJV61"
"dog necklace","Dog Necklace",1,"accessory",YES,"JFP36"
"Shields-Handle","Shields Handle",1,"handle",YES,"JPV19"
"Gem-heels-Lt","Gem Heels LT",1,"gem",YES,"JJX53"
" Choker","Choker",1,"choker",YES,"JBH68"
"stars","Stars",1,"stars",YES,"JPR42"
"Tail-Ft","Tail FT",1,"tail",YES,"JHL55"
"STEERING WHEEL","Steering Wheel",1,"wheel",YES,"JRV66"
"Gift-Box-Ribbon-Bow","Gift Box Ribbon Bow",1,"packaging",YES,"JLV22"
"Horse-Mold","Horse Mold",1,"horse",YES,"JLV22"
"Chocker","Chocker",1,"chocker",NO,"JFP36"
"dog house roof","Dog House Roof",1,"dog",YES,"JKB66"
"Chip-art","Chip Art",1,"chip",YES,"JKB64"
"V6986-2879-Kelly-big-bow-shoes","V6986 2879 Kelly Big Bow Shoes",1,"v6986",YES,"JJB35"
"Tailgate","Tailgate",1,"tailgate",NO,"JRV66"
"Girl Leg Rt Lower","Girl Leg RT Lower",1,"leg",YES,"JMB81"
"watch","Watch",1,"watch",YES,"JHK31"
"Girl Leg Rt Upper Ft","Girl Leg RT Upper FT",1,"leg",YES,"JMB81"
"milk bottle","Milk Bottle",1,"milk",YES,"JRD72"
"Box-S","Box S",1,"packaging",YES,"JLH33"
"Hook-for-charm","Hook For Charm",1,"hook",YES,"JNG38"
"Wrist-ribs","Wrist Ribs",1,"wrist",YES,"JNC61"
"Bows-pink","Bows Pink",1,"bows",YES,"JLK35"
"Chest connector holder","Chest Connector Holder",1,"connector",YES,"JHK34"
"water bottle body","Water Bottle Body",1,"body",YES,"JMB81"
"Moana-Torso-Ft","Moana Torso FT",1,"body",YES,"JFF08"
"TENNIS BALL","Tennis Ball",1,"tennis",YES,"JHK39"
"Girl Lower torso front","Girl Lower Torso Front",1,"body",YES,"JMB81"
"SHOES","Shoe",1,"shoes",YES,"JNC61"
"Girl upper arm Rt","Girl Upper Arm RT",1,"arm",YES,"JMB81"
"Cherry Bag Ft","Cherry Bag FT",1,"cherry",YES,"JPL17"
"Monkey-tail","Monkey Tail",1,"monkey",YES,"JLK36"
"Face-for-Frame","Face For Frame",1,"face",YES,"JMV25"
"eyeliner cover","Eyeliner Cover",1,"cover",YES,"JMG74"
"Shoes(Flats)rt","Shoes(flats)rt",1,"shoes(flats)rt",YES,"JJN58"
"Shoes-gem-rt","Shoes Gem RT",1,"shoes",YES,"JJX96"
"Bows","Bows",1,"bows",NO,"JTX01"
"Bow-for-purse","Bow For Purse",1,"bow",YES,"JMH19"
"Mother Sloth head","Mother Sloth Head",1,"head",YES,"JKF79"
"Gittler gem-B","Gittler Gem B",1,"gittler",YES,"JHL49"
"text book","Text Book",1,"text",YES,"JHK30"
"bow","Bow",1,"bow",YES,"JRD77"
"nail file","Nail File",1,"nail",YES,"JHK46"
"Shoes LT","Shoes LT",1,"shoes",NO,"JGL50"
"Gittler gem-C","Gittler Gem C",1,"gittler",YES,"JHL49"
"baby toy","Baby Toy",1,"baby",YES,"JRD76"
"Thigh-Connector","Thigh Connector",1,"connector",YES,"HYM38"
"shoes-R","Shoes R",1,"shoes",YES,"JJN52"
"Neck Connector","Neck Connector",1,"connector",NO,"GFL38"
"Neck-Connector","Neck Connector",1,"connector",YES,"JJX29"
"bottle knob bottom","Bottle Knob Bottom",1,"control",YES,"JRD72"
"Cellphone(ipod)","Cellphone(ipod)",1,"cellphone(ipod)",NO,"JJN52"
"Cecropia-ladder","Cecropia Ladder",1,"cecropia",YES,"JKF79"
"bottle inner retainer top","Bottle Inner Retainer Top",1,"bottle",YES,"JRD72"
"Gittler gem-D","Gittler Gem D",1,"gittler",YES,"JHL49"
"eyeliner ","Eyeliner",1,"eyeliner",YES,"JMG74"
"dog flower pin","Dog Flower Pin",1,"dog",YES,"JFP39"
"Extruder-shaft","Extruder Shaft",1,"extruder",YES,"JLV22"
"Upper-arm Rt","Upper Arm RT",1,"arm",YES,"JGG36"
"Hip-Connector","Hip Connector",1,"connector",YES,"HYM38"
"bottle cap","Bottle Cap",1,"cover",YES,"JHK33"
"Gloves-Lt","Gloves LT",1,"gloves",YES,"JJY08"
"bottle baby seat","Bottle Baby Seat",1,"bottle",YES,"JRD72"
"nose","Nose",1,"nose",YES,"JJP87"
"Hands-Finger-Heart","Hands Finger Heart",1,"hands",YES,"JNC61"
"Barette","Barette",1,"barette",NO,"JLT60"
"Goblet","Goblet",1,"goblet",NO,"JBJ15"
"Shouldr-Armor","Shouldr Armor",1,"shouldr",YES,"JJX56"
"Goggles","Goggles",1,"goggles",NO,"JJY08"
"Barbie logo","Barbie Logo",1,"barbie",YES,"JRV66"
"olaf stick arm lt/rt, hair","Olaf Stick Arm Lt/rt, Hair",1,"arm",YES,"JJP87"
"TIARA PLUG","Tiara Plug",1,"accessory",YES,"JLH90"
"Boots-Rt-Top","Boots RT Top",1,"boots",YES,"JJX55"
"Bangle-S","Bangle S",1,"bangle",YES,"JLH33"
"Boots-Rt","Boots RT",1,"boots",YES,"JJY08"
"Boot-RT","Boot RT",1,"footwear",YES,"JBH80"
"paint bucket","Paint Bucket",1,"paint",YES,"JKB66"
"Pascal","Pascal",1,"pascal",NO,"JTX00"
"pear hair accy","Pear Hair Accy",1,"hair",YES,"JHK33"
"Pearl-necklace","Pearl Necklace",1,"accessory",YES,"JKH63"
"Toes-Rt","Toes RT",1,"toes",YES,"HYM38"
"Hands-Heart-LT","Hands Heart LT",1,"hands",YES,"JNC61"
"Hands-Standard-LT","Hands Standard LT",1,"hands",YES,"JNC61"
"Top-Front-Light","Top Front Light",1,"top",YES,"JRV66"
"Cat-shape-plate","Cat Shape Plate",1,"cat",YES,"JRB19"
"workbench CROSS BAR","Workbench Cross Bar",1,"workbench",YES,"JKB66"
"Skipper Torso Ft","Skipper Torso FT",1,"body",YES,"GFL38"
"Cat Necklace","Cat Necklace",1,"accessory",NO,"JTV74"
"Cat-necklace","Cat Necklace",1,"accessory",YES,"JKP50"
"Boot-LT","Boot LT",1,"footwear",YES,"JBJ06"
"Gothel Hair","Gothel Hair",1,"hair",NO,"JJV56"
"Arm Upper Front-Rt","Arm Upper Front RT",1,"arm",YES,"JBJ12"
"Gothel Head Ft","Gothel Head FT",1,"head",YES,"JJV56"
"Hands-Thumbs","Hands Thumbs",1,"hands",YES,"JNC61"
"pet body lt","Pet Body LT",1,"body",YES,"JHK31"
"Hip-Connector-Holder","Hip Connector Holder",1,"connector",YES,"HYM38"
"pet goggle","Pet Goggle",1,"pet",YES,"JMB81"
"pet hair","Pet Hair",1,"hair",YES,"JHK31"
"hangers","Hangers",1,"hangers",YES,"JNK62"
"hanging gem necklace","Hanging Gem Necklace",1,"accessory",YES,"JTP17"
"Top Piece","Top Piece",1,"top",NO,"JTW98"
"Doll stand post clip-Ft","Doll Stand Post Clip FT",1,"base",YES,"JJX48"
"Petite Torso front","Petite Torso Front",1,"body",YES,"GFL38"
"Doll stand post-Barbie","Doll Stand Post Barbie",1,"base",YES,"JPR88"
"dog house grass lt","Dog House Grass LT",1,"dog",YES,"JKB66"
"ELBOW-CONNECTOR ","Elbow Connector",1,"connector",YES,"JBJ12"
"PHONE","Phone",1,"phone",YES,"JHK34"
"Balloon Rabbit","Balloon Rabbit",1,"balloon",NO,"JPD81"
"HEEL CONNECOTR","Heel Connecotr",1,"heel",YES,"JHK34"
"Wood platform","Wood Platform",1,"base",YES,"JKF79"
"Balloon Fish","Balloon Fish",1,"balloon",NO,"JTK70"
"Balloon Bat","Balloon Bat",1,"balloon",NO,"JPD82"
"Ballet-shoes","Ballet Shoes",1,"ballet",YES,"JKH63"
"hair accessory","Hair Accessory",1,"hair",YES,"JMB81"
"Small fish","Small Fish",1,"small",YES,"JTK70"
"pineapple leaves","Pineapple Leaves",1,"pineapple",YES,"JKN62"
"plant base","Plant Base",1,"base",YES,"JHK45"
"plant vase","Plant Vase",1,"plant",YES,"JHK45"
"plate","Plate",1,"plate",YES,"JRD72"
"platform","Platform",1,"base",YES,"JJB42"
"Cat head-Ft","Cat Head FT",1,"head",YES,"JTV74"
"Ballet-shoe","Ballet Shoe",1,"footwear",YES,"JKH62"
"Cat collar","Cat Collar",1,"cat",YES,"JTV74"
"Cat Clip","Cat Clip",1,"clip",NO,"JTV74"
"arm lower-Rt","Arm Lower RT",1,"arm",YES,"JFP38"
"Popcorn Bucket","Popcorn Bucket",1,"popcorn",NO,"JPD81"
"Popcorn Bucket Cover","Popcorn Bucket Cover",1,"cover",NO,"JPD81"
"Elbow connector","Elbow Connector",1,"connector",YES,"JGG36"
"Popcorn Purse Cover","Popcorn Purse Cover",1,"cover",NO,"JPD80"
"Helmet","Helmet",1,"helmet",NO,"JJY08"
"Cat Bracelet","Cat Bracelet",1,"accessory",NO,"JTV74"
"Cat body-Lt","Cat Body LT",1,"body",YES,"JTV74"
"Torso-Front-Lower","Torso Front Lower",1,"body",YES,"JNJ61"
"snack bottom","Snack Bottom",1,"snack",YES,"JDR48"
"Book-Ft","Book FT",1,"book",YES,"JBJ15"
"Doll base","Doll Base",1,"base",YES,"JPR88"
"pottery wheel bowl","Pottery Wheel Bowl",1,"wheel",YES,"JMG74"
"powder puff","Powder Puff",1,"powder",YES,"JMG74"
"bail polish lid","Bail Polish Lid",1,"cover",YES,"JHK46"
"pull ring","Pull Ring",1,"accessory",YES,"JLW56"
"Arm-connector","Arm Connector",1,"arm",YES,"JGP21"
"Hair Brush","Hair Brush",1,"hair",NO,"JLW56"
"Hip Pin","Hip Pin",1,"hip",NO,"GFL38"
"Arm C-Clip","Arm C Clip",1,"arm",YES,"JJX56"
"Puppy A","Puppy A",1,"puppy",NO,"JJN50"
"Spoon","Spoon",1,"spoon",NO,"JJB44"
"book","Book",1,"book",YES,"JMB81"
"Case with Earbuds-Wire","Case With Earbuds Wire",1,"case",YES,"JMV17"
